1.344532899884799626e+01 2.570403210073341711e+02 1.582628697769813186e+02
4.857928422483115405e+00 9.962208309081862012e+01 1.551276402845857092e+02
5.734888085480931430e+00 9.421782409453149398e+01 1.552599188425605803e+02
1.091265384896450641e+01 1.881853941610298762e+02 1.456434982769425801e+02
1.474685550291002478e+01 2.105679239238901914e+02 1.694773411800127292e+02
1.145430033522020175e+01 2.222600576788522346e+02 1.614226610363384395e+02
7.780476295758312233e+00 1.219115698033594839e+02 1.270824031452358867e+02
2.642856411905750047e+00 5.566611543855182020e+01 2.002105372762589468e+02
4.180624398567236888e+00 7.718830173617189416e+01 1.466703473675730152e+02
6.062147416130662769e+00 1.083543963809462412e+02 1.375969299432514958e+02
1.286886007949096467e+01 1.798054574335968425e+02 1.883733039791681847e+02
1.315715438664804182e+01 1.931822157778351539e+02 2.072350223955462525e+02
